d,D,T,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen,Massreihe_nach_ISO_355_ABMA,d,d1,B,C,r12_min,r34_min,a,da_max,db_min,Da_min,Da_max,Db_min,Ca_min,Cb_min,ra_max,rb_max,e,Y,Y0
160.0,220,38.0,349.0,540.0,53.0,2200,2600,4.2,32932,2DC,160,188.0,38.0,30.0,2.5,2.0,38,173,173.0,204,208.0,212,7,8.0,2.5,2.0,0.35,1.7,0.9
160.0,240,51.0,532.0,780.0,76.5,2000,2400,7.8,32032 X,4EC,160,200.0,51.0,38.0,3.0,2.5,51,176,175.0,213,227.0,231,8,13.0,3.0,2.5,0.46,1.3,0.7
160.0,245,61.0,649.0,980.0,96.5,2000,2400,10.5,T4EE 160,4EE,160,204.0,59.0,50.0,6.0,4.0,57,174,181.0,212,229.0,236,10,11.0,6.0,4.0,0.44,1.35,0.8
160.0,290,52.0,566.0,735.0,72.0,1600,2200,13.0,30232,4GB,160,215.0,48.0,40.0,4.0,3.0,53,190,177.0,252,276.0,269,7,12.0,4.0,3.0,0.43,1.4,0.8
160.0,290,84.0,934.0,1400.0,132.0,1600,2200,23.0,32232,4GD,160,222.0,80.0,67.0,4.0,3.0,69,183,177.0,242,276.0,274,10,17.0,4.0,3.0,0.43,1.4,0.8
160.0,340,75.0,970.0,1180.0,114.0,1500,2000,29.0,30332,2GB,160,233.0,68.0,58.0,5.0,4.0,61,201,179.0,290,323.0,310,9,17.0,5.0,4.0,0.35,1.7,0.9
170.0,230,32.0,307.0,440.0,43.0,2000,2600,3.45,T4DB 170,4DB,170,197.0,30.0,23.0,3.0,3.0,44,182,184.0,215,216.0,223,6,9.0,3.0,3.0,0.46,1.3,0.7
170.0,230,38.0,351.0,585.0,55.0,2000,2400,4.5,32934,3DC,170,200.0,38.0,30.0,2.5,2.0,41,183,183.0,213,218.0,222,7,8.0,2.5,2.0,0.37,1.6,0.9
170.0,260,57.0,625.0,915.0,88.0,1900,2200,10.5,32034 X,4EC,170,214.0,57.0,43.0,3.0,2.5,55,188,185.0,230,247.0,249,10,14.0,3.0,2.5,0.44,1.35,0.8
170.0,310,57.0,657.0,865.0,83.0,1500,2000,16.5,30234,4GB,170,231.0,52.0,43.0,5.0,4.0,58,203,189.0,269,293.0,288,8,14.0,5.0,4.0,0.43,1.4,0.8
170.0,310,91.0,1075.0,1630.0,150.0,1500,2000,28.5,32234,4GD,170,238.0,86.0,71.0,5.0,4.0,75,196,189.0,259,293.0,294,10,20.0,5.0,4.0,0.43,1.4,0.8
170.0,360,80.0,1103.0,1340.0,129.0,1400,1800,34.5,30334,2GB,170,248.0,72.0,62.0,5.0,4.0,65,213,190.0,307,343.0,329,9,18.0,5.0,4.0,0.35,1.7,0.9
180.0,240,32.0,309.0,450.0,44.0,2000,2400,3.65,T4DB 180,4DB,180,207.0,30.0,23.0,3.0,3.0,47,191,195.0,224,226.0,233,6,9.0,3.0,3.0,0.48,1.25,0.7
180.0,250,45.0,435.0,735.0,68.0,1900,2200,6.65,32936,4DC,180,216.0,45.0,34.0,2.5,2.0,53,194,194.0,225,238.0,241,8,11.0,2.5,2.0,0.48,1.25,0.7
180.0,280,64.0,793.0,1160.0,110.0,1700,2200,14.0,32036 X,3FD,180,230.0,64.0,48.0,3.0,2.5,59,200,195.0,247,267.0,267,10,16.0,3.0,2.5,0.43,1.4,0.8
180.0,320,57.0,629.0,815.0,80.0,1500,2000,17.0,30236,4GB,180,240.0,52.0,43.0,5.0,4.0,60,212,199.0,278,303.0,297,8,14.0,5.0,4.0,0.46,1.3,0.7
180.0,320,91.0,1069.0,1630.0,150.0,1400,1900,29.5,32236,4GD,180,247.0,86.0,71.0,5.0,4.0,77,205,199.0,267,303.0,303,10,20.0,5.0,4.0,0.46,1.3,0.7
190.0,260,45.0,443.0,765.0,72.0,1800,2200,7.0,32938,4DC,190,227.0,45.0,34.0,2.5,2.0,54,205,204.0,235,248.0,251,8,11.0,2.5,2.0,0.48,1.25,0.7
190.0,260,46.0,443.0,765.0,72.0,1800,2200,7.1,JM 738249/210,M 738200,190,227.0,44.0,36.5,3.0,2.5,54,205,205.0,235,247.0,252,8,9.5,3.0,2.5,0.48,1.25,0.7
190.0,290,64.0,806.0,1200.0,112.0,1600,2000,15.0,32038 X,4FD,190,240.0,64.0,48.0,3.0,2.5,62,210,205.0,257,276.0,279,10,16.0,3.0,2.5,0.44,1.35,0.8
190.0,340,60.0,763.0,1000.0,95.0,1400,1800,20.5,30238,4GB,190,254.0,55.0,46.0,5.0,4.0,63,225,210.0,298,323.0,318,8,14.0,5.0,4.0,0.43,1.4,0.8
190.0,340,97.0,1267.0,1930.0,176.0,1300,1800,36.0,32238,4GD,190,261.0,92.0,75.0,5.0,4.0,80,217,210.0,286,323.0,323,12,22.0,5.0,4.0,0.43,1.4,0.8
200.0,270,37.0,401.0,600.0,57.0,1700,2200,5.45,T4DB 200,4DB,200,232.0,34.0,27.0,3.0,3.0,53,214,215.0,251,255.0,262,6,10.0,3.0,3.0,0.48,1.25,0.7
200.0,280,51.0,588.0,950.0,88.0,1700,2000,9.5,32940,3EC,200,240.0,51.0,39.0,3.0,2.5,53,217,215.0,257,266.0,271,9,12.0,3.0,2.5,0.4,1.5,0.8
200.0,310,70.0,800.0,1370.0,127.0,1400,1900,19.0,32040 X,4FD,200,254.0,70.0,53.0,3.0,2.5,65,222,215.0,273,296.0,297,11,17.0,3.0,2.5,0.43,1.4,0.8
200.0,360,64.0,845.0,1120.0,106.0,1300,1700,24.5,30240,4GB,200,269.0,58.0,48.0,5.0,4.0,67,237,220.0,315,343.0,336,9,16.0,5.0,4.0,0.43,1.4,0.8
200.0,360,104.0,1300.0,2000.0,180.0,1300,1700,42.5,32240,3GD,200,274.0,98.0,82.0,4.0,4.0,82,231,218.0,302,343.0,340,11,22.0,4.0,4.0,0.4,1.5,0.8
220.0,285,41.0,489.0,830.0,75.0,1600,2000,6.45,T2DC 220,2DC,220,249.0,40.0,33.0,4.0,3.0,45,233,237.0,270,270.0,277,7,8.0,4.0,3.0,0.31,1.9,1.1
220.0,300,51.0,601.0,1000.0,91.5,1500,1900,10.0,32944,3EC,220,259.0,51.0,39.0,3.0,2.5,58,235,236.0,275,286.0,290,9,12.0,3.0,2.5,0.43,1.4,0.8
220.0,340,76.0,955.0,1660.0,150.0,1300,1700,24.5,32044 X,4FD,220,280.0,76.0,57.0,4.0,3.0,72,244,238.0,300,325.0,326,12,19.0,4.0,3.0,0.43,1.4,0.8
220.0,400,72.0,1059.0,1400.0,127.0,1200,1600,34.5,30244,3GB,220,295.0,65.0,54.0,5.0,4.0,73,259,240.0,348,382.0,371,10,18.0,5.0,4.0,0.43,1.4,0.8
220.0,400,114.0,1720.0,2700.0,232.0,1100,1500,59.5,32244,4GD,220,306.0,108.0,90.0,5.0,4.0,95,253,240.0,334,382.0,379,13,24.0,5.0,4.0,0.43,1.4,0.8
240.0,320,42.0,458.0,815.0,73.5,1400,1700,8.45,T4EB 240,4EB,240,276.0,39.0,30.0,3.0,3.0,60,256,256.0,299,305.0,310,8,12.0,3.0,3.0,0.46,1.3,0.7
240.0,320,51.0,624.0,1080.0,96.5,1400,1700,11.0,32948,4EC,240,280.0,51.0,39.0,3.0,2.5,64,255,256.0,294,306.0,311,9,12.0,3.0,2.5,0.46,1.3,0.7
240.0,320,57.0,761.0,1320.0,118.0,1400,1700,12.5,T2EE 240,2EE,240,277.0,56.0,46.0,6.0,4.0,57,254,262.0,296,303.0,311,9,11.0,6.0,4.0,0.35,1.7,0.9
240.0,360,76.0,989.0,1800.0,156.0,1200,1600,26.5,32048 X,4FD,240,300.0,76.0,57.0,4.0,3.0,77,262,258.0,318,345.0,346,12,19.0,4.0,3.0,0.46,1.3,0.7
240.0,440,79.0,1300.0,1760.0,156.0,1000,1400,47.0,30248,3GB,240,324.0,72.0,60.0,4.0,4.0,80,285,261.0,383,420.0,409,8,19.0,4.0,4.0,0.43,1.4,0.8
240.0,440,127.0,1918.0,3350.0,270.0,1000,1300,81.5,32248,4GD,240,346.0,120.0,100.0,5.0,4.0,105,276,262.0,365,420.0,415,7,27.0,4.0,3.0,0.43,1.4,0.8
260.0,360,63.5,910.0,1530.0,134.0,1300,1600,19.0,32952,3EC,260,308.0,63.5,48.0,3.0,2.5,68,280,276.0,328,345.0,347,11,15.5,3.0,2.5,0.4,1.5,0.8
260.0,400,87.0,1241.0,2200.0,190.0,1100,1400,38.0,32052 X,4FC,260,328.0,87.0,65.0,5.0,4.0,84,288,281.0,352,382.0,383,14,22.0,5.0,4.0,0.43,1.4,0.8
260.0,480,137.0,2340.0,3650.0,300.0,900,1200,105.0,32252,4GD,260,366.0,130.0,106.0,5.0,5.0,112,303,286.0,401,458.0,454,10,31.0,5.0,4.0,0.43,1.4,0.8
280.0,380,63.5,950.0,1660.0,143.0,1200,1400,20.0,32956,4EC,280,329.0,63.5,48.0,3.0,2.5,74,299,297.0,348,365.0,368,11,15.5,3.0,2.5,0.43,1.4,0.8
280.0,420,87.0,1288.0,2360.0,200.0,1000,1300,40.5,32056 X,4FC,280,348.0,87.0,65.0,5.0,4.0,89,306,301.0,370,402.0,402,14,22.0,5.0,4.0,0.46,1.3,0.7
280.0,500,137.0,2410.0,3900.0,310.0,850,1200,108.0,32256,4GD,280,384.0,130.0,106.0,6.0,5.0,116,319,302.0,418,478.0,473,10,31.0,5.0,4.0,0.44,1.35,0.8
300.0,420,76.0,1126.0,2240.0,186.0,950,1300,31.5,32960,3FD,300,359.0,76.0,57.0,4.0,3.0,79,325,319.0,383,404.0,405,13,19.0,4.0,3.0,0.4,1.5,0.8
300.0,460,100.0,1644.0,3000.0,245.0,900,1200,58.0,32060 X,4GD,300,377.0,100.0,74.0,5.0,4.0,97,330,322.0,404,440.0,439,10,26.0,4.0,3.0,0.43,1.4,0.8
300.0,540,149.0,2935.0,4750.0,365.0,800,1100,140.0,32260,4GD,300,412.0,140.0,115.0,6.0,5.0,126,343,326.0,453,518.0,511,10,34.0,5.0,4.0,0.43,1.4,0.8
320.0,440,76.0,1156.0,2360.0,193.0,900,1200,33.5,32964,3FD,320,379.0,76.0,57.0,4.0,3.0,84,343,337.0,402,424.0,426,9,19.0,3.0,2.5,0.43,1.4,0.8
320.0,480,100.0,1663.0,3100.0,250.0,850,1100,64.0,32064 X,4GD,320,399.0,100.0,74.0,5.0,4.0,103,350,342.0,424,460.0,461,10,26.0,4.0,3.0,0.46,1.3,0.7
320.0,580,159.0,3353.0,5500.0,415.0,750,1000,174.0,32264,4GD,320,442.0,150.0,125.0,6.0,5.0,133,368,343.0,486,559.0,550,12,34.0,6.0,5.0,0.43,1.4,0.8
340.0,460,76.0,1163.0,2400.0,196.0,850,1200,35.0,32968,4FD,340,399.0,76.0,57.0,4.0,3.0,90,361,357.0,421,444.0,446,14,19.0,3.0,2.5,0.44,1.35,0.8
360.0,480,76.0,1191.0,2550.0,204.0,800,1100,37.0,32972,4FD,360,419.0,76.0,57.0,4.0,3.0,96,380,377.0,439,464.0,466,10,19.0,3.0,2.5,0.46,1.3,0.7
